,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
349,19江西01,100.22,2.7800,-15.0,2.7800,
350,20深圳农商永续债,94.51,5.6791,-22.26,5.6794,
351,20附息国债07,98.10,3.8155,3.05,3.8606,
352,19吉林18,99.95,3.2200,-3.15,3.2295,
353,20鲁黄金SCP011,99.41,3.1700,-1.16,3.1665,
354,20进出11,100.73,3.6495,1.2,3.6460,
355,17浙江债01,100.54,2.6850,,2.6850,
356,19工商银行永续债,100.46,4.3000,-18.85,4.2995,
357,20东航股SCP028,99.94,2.4197,-73.04,2.3599,
358,20建设银行CD015,98.30,2.1997,-46.02,2.1997,
359,18潍滨专项债01,102.79,5.7768,0.69,5.7768,
360,20建设银行CD079,97.27,2.7200,-15.0,2.7200,
361,20江苏银行CD154,97.15,2.8287,,2.8294,
362,20农业银行CD178,98.39,3.3000,50.01,2.9500,
363,20厦门国际银行CD048,97.61,2.4002,-38.98,2.4002,
364,20中信银行CD327,97.19,2.8800,-12.0,2.8800,
365,20广州农村商业银行CD150,97.16,2.9000,-33.97,2.9000,
366,20渤海银行CD433,98.60,2.5800,,2.5800,
367,20国药控股SCP009,100.02,1.9985,-80.18,1.9985,
368,20光大银行CD275,97.88,2.7899,-12.02,2.7924,
369,20中国银行CD020,97.56,2.6000,-20.99,2.6000,
370,20华夏银行CD471,97.86,4.5780,-7.72,4.5780,
371,20兴业银行CD127,97.55,4.3815,158.15,4.3815,
372,20华夏银行CD233,96.40,4.3285,30.89,4.3285,
373,19宁波银行小微债02,100.19,3.3407,-0.93,3.3407,
374,18渝保税MTN001,100.45,4.9744,1.0,4.9773,
375,20兴业银行CD303,96.77,3.6326,49.26,3.6326,
376,20交通银行CD038,97.72,2.1997,-50.02,2.1997,
377,20首开SCP006,100.03,2.3998,,2.3998,
378,20中信银行CD317,97.16,2.8900,-12.0,2.8900,
379,19湘高速MTN002,101.08,3.9700,-3.17,3.9700,
380,18复星高科MTN001,100.06,4.3002,,4.3002,
381,20吉林银行CD116,96.83,3.5152,,3.5152,
382,20浦发银行CD486,97.90,2.7800,1.0,2.7800,
383,20建设银行CD188,97.09,2.9939,-0.17,2.9939,
384,20赣州银行绿色金融02,100.01,3.8830,0.3,3.8830,
385,20浦发银行CD031,97.28,2.0497,-70.06,2.0497,
386,20中信银行CD330,97.07,3.0170,-0.28,3.0170,
387,20河钢集MTN013,97.30,4.9800,1.0,4.9800,
388,20西安银行CD073,97.12,2.9000,,2.9000,
389,20深圳债01,99.93,3.3226,-0.23,3.3226,
390,20平安银行CD317,96.45,3.7066,-0.23,3.7066,
391,18天津19,102.31,3.0100,,3.0100,
392,18瑞丰农商三农债01,100.40,3.5431,-0.7,3.5431,
393,19湖北债28,99.95,3.2203,-0.71,3.2203,
394,20农业银行CD133,97.90,2.7500,-11.99,2.7500,
395,20联通SCP001,100.00,1.8281,-117.19,1.8281,
396,20华夏银行CD497,98.61,2.8188,-0.09,2.7094,
397,16新疆债18,100.06,2.5201,,2.5201,
398,20厦门国际银行CD111,97.86,2.7500,-22.0,2.7500,
399,20华夏银行CD496,98.71,2.6200,-17.99,2.6200,
400,20京热力SCP001,100.00,1.9982,-100.17,1.9982,
401,20广发银行CD233,99.38,2.1699,-57.03,2.1699,
402,20浦发银行CD012,97.19,1.8500,-34.96,1.8500,
403,20义乌农商行CD040,99.27,2.9646,,2.9646,
404,20温州银行CD055,97.05,2.8988,-15.22,2.8960,
405,20民生银行CD090,97.52,2.1998,-43.03,2.1998,
406,20浙商银行CD126,99.44,2.1801,,2.1801,
407,20大连银行CD050,97.04,3.4000,-0.02,3.4000,
408,20浦发银行CD039,97.33,1.9001,-80.03,1.9001,
409,20民生银行CD564,97.17,2.9000,-12.0,2.9000,
410,20郑州银行CD199,97.84,2.8000,,2.8000,
411,20光大银行CD197,97.19,2.8501,-5.99,2.8501,
412,20十堰国投债,99.70,4.3573,7.0,4.3573,
413,20杭州银行CD166,98.67,2.3002,-42.99,2.3002,
414,20招商银行CD018,97.19,1.7609,-78.86,1.7609,
415,17红安城投债,79.98,7.5011,,7.5011,
416,20北京银行小微债03,99.87,3.4480,-9.2,3.4490,
417,20中原银行CD163,97.73,2.8600,-6.0,2.8600,
418,20中信银行CD039,97.82,2.3498,-10.03,2.3498,
419,20交通银行CD065,97.92,2.7999,2.99,2.7999,
420,20中信银行CD262,97.90,2.7699,-18.02,2.7699,
421,20兴业银行CD281,97.23,2.8227,1.69,2.8227,
422,18厦门农商小微债01,100.72,3.2721,-2.22,3.2721,
423,18厦门银行01,100.50,2.8856,1.0,2.8856,
424,20苏州银行CD322,98.69,2.6600,-13.97,2.6600,
425,20民生银行CD174,98.12,2.5000,-27.0,2.5000,
426,18九江银行绿色金融02,100.65,3.3144,0.43,3.3144,
427,17青海债06,101.92,2.6700,,2.6700,
428,19浙江债01,100.05,3.1722,1.36,3.1737,
429,20浙江债02,99.53,3.2557,-0.49,3.2568,
430,19交通银行二级01,99.75,4.1324,1.0,4.1324,
431,20民生银行CD282,97.55,2.6000,-5.0,2.6000,
432,16广发银行01,100.14,2.2192,-56.19,2.2192,
433,20中信银行CD169,98.69,1.8596,,1.8596,
434,20国开04,99.51,3.5214,12.14,3.5214,
435,20长春城开PPN002,100.47,7.3573,3.86,7.3573,
436,20民生银行CD481,97.14,2.8700,-15.0,2.8700,
437,19国开14,100.13,2.8923,-1.77,2.9108,
438,20贵州债27,95.19,3.9000,,3.9000,
439,20东莞交投CP001,99.97,2.7002,-33.74,2.6945,
440,18金隅MTN003,102.00,3.8700,,3.8700,
441,20知识城SCP001,100.00,3.4987,,3.4987,
442,20越秀集团SCP008,99.98,2.2997,-5.02,2.2998,
443,16农发08,100.30,3.3050,-0.5,3.3773,
444,14国开10,100.80,2.3927,-1.71,2.3947,
445,20国开09,99.73,3.4350,0.5,3.4237,
446,16进出03,100.42,3.2386,-6.19,3.3298,
447,19江苏08,100.62,2.6900,,2.6900,
448,18铁建房产MTN001,100.64,5.5970,-0.88,5.7662,
449,18鞍钢MTN001,100.56,3.9513,-10.87,3.9484,
450,20中金集MTN001,99.96,3.5000,-0.26,3.5013,
451,20南电SCP012,99.78,3.4379,63.45,3.3149,
452,17铁道12,101.46,3.2897,11.97,3.2897,
453,20邮政SCP009,99.99,1.9993,-70.2,1.9993,
454,20凤城河MTN002,98.69,4.6525,,4.6500,
455,18鲁能源MTN001,103.83,4.2020,,4.2253,
456,20湖北债03,99.67,3.3512,-0.16,3.3517,
457,20富滇银行CD094,97.15,3.2501,-34.99,3.2278,
458,20中航租赁SCP012,99.95,3.1001,-15.24,3.0966,
459,14豫交投MTN001,119.12,4.2920,0.33,4.2920,
460,18农发06,107.02,3.5450,0.5,3.5658,
461,20本钢集团SCP008,100.00,4.4599,2.82,4.3533,
462,20进出04,99.97,2.0997,-30.0,2.0997,
463,20浦发银行CD137,97.88,2.4701,-74.5,2.6892,
464,20贴现国债54,98.78,2.3442,-10.58,2.3606,
465,20云南19,94.70,3.6199,,3.6199,
466,16附息国债07,100.00,2.5340,8.96,2.5340,
467,20中石油MTN002,97.57,3.6200,1.0,3.6200,
468,17农发03,100.94,2.7400,9.0,2.7400,
469,19附息国债07,101.22,3.0000,3.0,2.9819,
470,20民生银行CD569,97.19,2.8800,-12.0,2.9238,
