,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
72,20附息国债10,99.61,2.8000,1.0,2.8025,
73,20华夏银行绿色金融01,96.97,3.4477,,3.4419,
74,20进出13,100.23,3.2450,1.0,3.2614,
75,20杭州银行CD239,99.28,2.9491,,2.9491,
76,18进出03,103.70,3.1367,1.67,3.1367,
77,20农发清发01,98.95,3.1250,2.37,3.1284,
78,19附息国债06,99.89,3.3050,1.5,3.3026,
79,20兴业银行CD453,99.26,2.8501,1.0,2.8501,
80,20华夏银行CD461,98.41,3.2499,8.01,3.2499,
81,18黑龙江04,100.56,2.8225,-4.86,2.8225,
82,19国开02,100.06,2.9700,1.72,2.9531,
83,20民生银行CD558,98.51,3.0300,2.0,3.0095,
84,20进出03,97.69,3.2181,1.9,3.2150,
85,20农发10,100.38,3.7425,-0.25,3.7388,
86,20广发银行CD235,98.52,3.0099,-13.98,3.0861,
87,14附息国债12,104.19,2.7400,0.5,2.7329,
88,20浙商银行CD120,98.49,3.0793,,3.0793,
89,19附息国债04,100.58,3.0000,1.0,3.0000,
90,18农发09,100.60,2.8542,1.85,2.8292,
91,16进出03,99.69,3.3950,1.58,3.3952,
92,19国开08,100.18,3.3600,1.5,3.3474,
93,20浙商银行CD119,99.28,2.9491,,2.9491,
94,20浦发银行CD513,96.93,3.1600,1.0,3.1623,
95,20渤海银行CD502,98.45,3.1492,,3.1492,
96,20龙源电力SCP015,100.00,2.4995,,2.4995,
97,20进出05,98.14,3.4100,1.0,3.4028,
98,20农发05,95.39,3.4050,2.0,3.4021,
99,18江苏债09,100.47,2.8500,1.0,2.8500,
100,20国开20,99.04,3.9700,-1.0,3.9661,
101,20首创集SCP004,99.66,3.1700,,3.1676,
102,18国开03,100.41,2.7398,2.0,2.7349,
103,20江苏银行CD224,96.87,3.2300,-2.0,3.2347,
104,20建安投资CP003,100.00,4.2585,,4.2583,
105,19农发09,99.57,3.3645,2.98,3.3580,
106,20进出06,99.68,2.7199,-2.99,2.7475,
107,20交通银行CD020,97.20,2.9300,-20.97,2.9345,
108,20贴现国债59,99.33,2.6998,-2.02,2.7219,
109,19国开10,99.48,3.7201,3.01,3.7199,
110,18国开08,100.44,2.8000,1.0,2.8011,
111,17附息国债04,101.74,3.0868,2.79,3.0869,
112,15进出08,103.55,3.3877,0.39,3.3877,
113,20大足城乡MTN001,100.00,6.4991,2.78,6.4812,
114,20招商银行CD201,98.49,3.0793,,3.0793,
115,19湖南债38,100.04,3.2575,6.25,3.2575,
116,20浙商银行CD117,99.27,2.9700,-7.96,2.9858,
117,20重庆农村商行CD281,99.21,3.2399,,3.2399,
118,20湘高速PPN003,97.50,4.3000,1.0,4.3000,
119,20兴业银行CD216,97.33,3.0301,1.01,3.0281,
120,19兴业银行CD506,96.98,1.7082,-9.2,1.7082,
121,20中国银行CD107,96.98,3.1100,-4.0,3.1943,
122,20东莞农村商业银行CD194,99.21,3.2399,,3.2399,
123,20兴业银行CD173,97.71,3.0850,8.49,3.0862,
124,20贵阳银行CD174,98.45,3.1492,,3.1492,
125,20中信银行CD032,98.33,1.7987,-70.15,1.7987,
126,16国开18,100.53,2.8700,0.99,2.8833,
127,16国开10,98.89,3.4100,2.0,3.4117,
128,20徐工SCP010,99.73,3.3299,,3.3246,
129,20邮政SCP008,99.86,3.0001,-3.01,3.0001,
130,20建设银行CD174,98.53,2.9992,,2.9995,
131,19兴业绿色金融01,100.35,3.3100,-4.0,3.3100,
132,16国开05,98.53,3.9300,-0.7,3.9300,
133,19平安银行CD276,96.97,1.6993,9.74,1.6559,
134,20平安银行CD233,99.37,1.7504,1.0,1.7504,
135,20中信银行CD321,96.86,3.2368,,3.2366,
136,09附息国债11,102.28,2.9958,-1.17,2.9959,
137,20渤海银行CD501,98.34,3.3799,13.02,3.2649,
138,20陕投集团SCP002,100.00,3.4490,,3.4490,
139,20进出007,99.90,2.8046,-6.27,2.8067,
140,20皖投集SCP002,99.73,3.5466,,3.5419,
141,20中国银行CD051,98.56,3.0240,-12.11,3.0033,
142,20华夏银行CD473,96.82,3.2788,-0.12,3.2087,
143,20广州农村商业银行CD149,96.77,3.3373,,3.3373,
144,19附息国债15,98.67,3.3025,0.29,3.3000,
145,20邮储银行永续债,96.02,4.7387,4.0,4.7387,
146,20贴现国债50,99.36,2.6104,-1.92,2.6216,
147,18国开04,103.24,3.1832,1.0,3.1946,
148,19进出08,100.16,3.1400,-2.0,3.1563,
149,20抗疫国债03,95.42,3.3350,2.5,3.3350,
150,20宁波银行CD233,99.28,2.9491,,2.9491,
151,19农业银行CD224,97.01,1.9007,4.96,1.8629,
152,20光大银行CD111,97.92,2.9801,-17.99,2.9801,
153,20浦发银行CD515,96.93,3.1600,-11.97,3.1613,
154,20厦门银行CD252,98.29,3.5000,1.0,3.5000,
155,19建设银行CD238,97.03,1.6492,-15.17,1.6869,
156,20兴业银行CD094,98.44,1.7989,9.97,1.7989,
157,20民生银行CD031,97.19,2.9900,-1.01,2.9900,
158,20徽商银行CD145,98.43,3.1990,-0.08,3.1990,
159,20东亚银行CD046,96.51,3.6183,,3.6183,
160,20农银投资债01,98.02,3.6100,,3.6100,
161,20杭州银行CD238,99.75,2.9490,,2.9490,
162,20中南建设MTN002,98.52,7.6583,4.51,7.8170,
163,20洛阳银行CD180,99.16,3.4490,,3.4490,
164,20进出10,96.05,3.7400,-0.5,3.7495,
165,20贴现国债52,98.64,2.7801,-0.99,2.7813,
166,17国开15,104.12,3.5350,2.5,3.5218,
167,20泸州窖MTN002,100.00,3.9599,,3.9599,
168,15四川债03,100.85,2.9450,1.0,2.9450,
169,20青岛国信MTN008,100.00,7.3290,,7.3290,
170,20交通银行CD029,97.09,3.9228,-1.51,3.0846,
171,19农发07,100.00,3.1100,-3.0,3.1242,
172,20钱投集团PPN002,99.12,4.2900,4.0,4.2624,
173,19农发清发01,99.60,3.8714,98.15,3.0345,
174,20进出09,99.77,2.8857,0.25,2.8845,
175,16农发13,100.03,2.8199,0.6,2.8204,
176,20农发04,93.97,3.7350,-1.25,3.7438,
177,20武汉港航SCP001,100.00,3.9787,,3.9787,
178,20厦门国际银行CD171,96.76,3.3494,,3.3494,
179,19国开04,101.35,3.3900,-0.5,3.3960,
180,19进出06,100.33,3.1300,3.71,3.1292,
181,20平安银行CD320,96.86,3.2368,,3.2368,
182,20中铁股MTN004,99.00,3.2728,-9.54,3.2722,
183,18国开14,103.30,3.4000,0.75,3.4012,
184,20黄冈城投PPN002,100.00,4.8398,,4.8398,
185,20贴现国债46,99.48,1.5001,5.0,1.3522,
186,20进出08,99.71,2.8299,3.07,2.8290,
187,17附息国债22,108.03,3.8000,1.19,3.8079,
188,20附息国债04,92.68,3.8068,-2.33,3.8370,
189,18农发13,100.84,3.2435,0.49,3.2422,
190,18附息国债07,100.24,2.6049,-2.51,2.6066,
191,20贵阳银行CD026,97.28,3.1801,-1.99,3.1801,
192,20鄂交投债01,97.55,4.0200,-7.16,4.0200,
193,20西安银行CD099,97.18,3.8771,0.43,3.8699,
194,19湖交投MTN001,101.38,4.2351,-8.54,4.2351,
195,17附息国债01,100.02,2.8600,1.0,2.8600,
196,20浦发银行CD039,97.22,2.9499,2.02,2.9482,
197,20中国银行CD006,97.94,2.9599,-4.02,2.9599,
198,20农业银行CD152,97.69,3.1500,5.0,3.1500,
199,18中铁保理ABN002,100.94,,,,
200,20厦门银行CD255,98.29,3.4999,1.0,3.4999,
201,19长城国兴租赁绿色01,100.19,3.9016,-6.84,3.9016,
202,19海南债01,99.83,3.2450,,3.2450,
203,20浦发银行CD464,99.25,2.9000,9.97,2.9000,
204,20民生银行CD420,98.53,3.0252,-9.46,3.0273,
205,20广州农村商业银行CD136,99.79,1.8494,,1.8492,
206,20宁波银行CD217,99.80,1.8989,-50.04,1.8740,
207,20兴业银行CD301,97.03,3.1400,0.01,3.1400,
208,20浙商银行CD034,98.90,1.7999,14.9,1.7999,
209,17辽宁债17,102.71,3.3200,,3.3100,
210,20广州银行CD024,97.66,2.9699,1.0,2.9699,
211,18附息国债02,100.12,2.4201,-5.98,2.4201,
212,20国信证券CP014,100.04,3.1301,1.0,3.1234,
213,20农发06,99.56,2.8786,0.51,2.8858,
214,16农发04,100.27,3.1800,2.0,3.1752,
215,17农发15,105.12,3.5200,-1.0,3.5276,
216,20附息国债02,99.15,2.9537,1.62,2.9426,
217,20荣盛地产MTN003,100.00,7.1990,,7.1990,
218,20工商银行二级01,99.18,4.3030,-0.48,4.2798,
219,20浦发银行CD432,99.28,2.8798,-2.24,2.8925,
220,20华夏银行CD095,97.62,2.9300,1.0,2.9300,
221,20鄂能源SCP005,99.97,3.3400,-3.99,3.3601,
222,20浙滨开投SCP005,100.00,4.1986,,4.1984,
223,20华夏银行CD094,98.46,1.6989,-80.09,1.6989,
224,20长庚ABN003优先,100.00,,,,
225,19农业银行CD216,96.97,1.6993,20.1,1.6993,
226,19农发08,100.58,3.5100,2.0,3.5097,
227,20银河证券CP012,99.98,3.1003,-0.02,3.0852,
228,20东吴证券CP012,100.01,2.2026,-17.65,2.1857,
229,20镇国投SCP008,100.00,4.6982,,4.6980,
230,20进出15,100.06,3.4159,-0.41,3.4093,
231,19国开15,97.96,3.7250,1.48,3.7308,
232,20进出668,98.92,1.7490,34.92,1.7490,
233,20兴业银行CD424,99.28,2.8798,-9.3,2.8917,
234,20浦发银行CD030,97.17,2.9301,3.04,2.9301,
235,20华夏银行CD171,98.10,2.9298,1.0,2.9298,
236,20福州城投SCP008,99.89,3.3498,-0.01,3.3498,
237,20平安银行CD314,96.93,3.1600,-1.68,3.1600,
238,20农业银行CD166,96.98,3.1100,-13.97,3.1100,
239,20中信银行CD100,98.10,2.9300,1.0,2.9300,
240,20常熟农村商行CD072,99.25,3.0491,,3.0491,
241,20重庆农村商行CD260,98.25,3.6499,1.0,3.6499,
242,20交通银行CD273,96.94,3.1500,-5.0,3.1680,
243,20交通银行CD011,97.14,2.8498,-5.06,2.8498,
244,20招商银行CD018,97.14,2.8498,-5.01,2.8498,
245,20广发银行CD234,99.27,2.9990,-0.08,2.9990,
246,14建行二级01,105.81,5.1281,-4.67,5.1281,
247,19进出10,101.02,3.7150,1.5,3.7331,
248,20中铝集SCP009,99.80,3.3999,-1.19,3.3970,
249,20平安不动SCP007,99.87,3.3498,-5.01,3.3460,
250,20农发03,99.36,2.9634,6.35,2.9158,
251,15国开21,100.77,3.1500,-1.0,3.1495,
252,20徽商银行CD142,98.38,3.3000,-25.01,3.3000,
253,20贴现国债56,99.32,2.7002,-0.98,2.7135,
254,20贴现国债45,99.45,1.5001,15.13,1.5223,
255,20中信银行CD161,98.59,2.9300,,2.9297,
256,20汇金MTN007A,96.96,3.6022,1.22,3.5659,
257,20浦发银行CD424,96.93,3.1600,-4.0,3.1689,
258,20苏交通SCP035,99.88,3.1500,5.01,3.1113,
259,19农发04,100.63,3.3000,-3.87,3.3110,
260,13国开40,103.81,3.2261,-0.41,3.2262,
261,19进出09,99.98,2.9170,-1.0,2.9220,
262,20农发01,99.96,2.8296,-3.98,2.8501,
263,19苏州银行CD351,96.96,1.8486,-25.11,1.8486,
264,18农发06,106.67,3.6050,0.5,3.6053,
265,20郑州银行CD272,97.51,3.4000,,3.4000,
266,15无锡住保PPN001,50.76,4.2284,-25.62,4.2284,
267,20贵州银行CD116,96.53,3.5985,,3.5985,
268,20大连银行CD252,96.50,3.6129,,3.6137,
269,20贴现国债57,98.61,2.7999,-0.46,2.7985,
270,20光明SCP007,99.85,3.1303,-3.99,3.1303,
271,18国开10,102.72,3.6200,-0.5,3.5959,
272,20农业银行CD016,97.51,2.9401,-15.99,2.9350,
273,16农发03,100.01,2.7507,1.0,2.7507,
274,20建设银行二级,99.29,4.2886,-0.83,4.2927,
275,20银河证券CP013,99.98,3.1002,-0.01,3.1002,
276,20鄂长投MTN003,100.00,4.0498,,4.0498,
277,20民生银行CD550,98.17,3.7826,77.26,3.2032,
278,20赣投SCP004,99.72,3.3880,-5.09,3.3969,
279,20华夏银行CD469,96.93,3.1701,-10.96,3.1701,
280,20农业银行CD100,98.56,2.9300,2.72,2.9300,
281,20宁波银行CD232,99.75,2.9490,,2.9490,
282,20广州农村商业银行CD148,96.86,3.2399,-1.01,3.2500,
283,20兴业银行CD435,96.93,3.1601,-16.99,3.1601,
284,20工银租赁债01,99.28,3.7633,,3.7633,
285,20浦发银行CD221,98.10,2.9351,0.51,2.9313,
286,20兴业银行CD448,99.26,2.9097,1.0,2.9073,
287,20中信银行CD119,98.82,2.8494,-0.08,2.8649,
288,14附息国债25,106.41,3.8850,3.5,3.8725,
289,20平安银行CD319,96.93,3.1701,-10.96,3.1700,
290,20中信银行CD284,97.69,3.1399,-11.7,3.1399,
291,20光大银行CD273,97.69,3.1301,-8.98,3.1301,
292,19中信银行CD288,96.98,1.6444,-80.59,1.6993,
293,20徽商银行CD137,98.38,3.3001,1.0,3.3001,
294,20交通银行CD054,97.85,3.0523,-12.77,3.0537,
295,20重庆银行CD181,99.80,1.9490,-89.18,1.9490,
296,20中信银行CD149,98.61,2.8421,-0.32,2.8463,
297,20天津银行CD290,99.33,1.7995,,1.8251,
298,20中信银行CD160,96.99,3.1995,-4.05,3.2004,
299,20广州农村商业银行CD133,99.79,1.8494,-95.03,1.8494,
300,20宁波银行CD214,99.80,1.8514,20.02,1.8514,
301,20浦发银行CD087,97.38,2.9399,-11.02,2.9399,
302,18汇金MTN001,100.26,2.9298,-8.4,2.9100,
303,20招商银行CD010,97.18,2.8500,-4.95,2.8500,
304,20盐高新02,101.06,5.7407,-56.68,5.7405,
305,20华夏银行CD408,96.93,3.1500,-10.0,3.1500,
306,20光大银行CD270,97.69,3.1401,-2.46,3.1401,
307,20中国银行CD024,98.11,2.9001,-3.98,3.0725,
308,20北京银行CD154,96.88,3.2001,1.0,3.2001,
309,20华夏银行CD477,98.51,3.0301,,3.0301,
310,20中信银行CD245,99.28,2.8505,-39.95,2.8505,
311,20江苏江南农村商业银行CD096,97.19,3.1701,2.01,3.1701,
312,20中国银行二级01,99.29,4.2888,-1.9,4.2929,
313,20兴业银行CD421,97.71,3.1199,2.0,3.1199,
314,15国开18,101.45,3.4000,-1.0,3.4174,
315,16农发11,100.07,2.7298,-5.21,2.7285,
316,20余杭交通MTN001,100.00,3.9699,,3.9699,
317,19河钢集MTN004,98.83,4.7035,4.95,4.6673,
318,19农业银行CD218,96.97,1.6443,-10.69,1.6091,
319,17国开06,101.17,3.1000,-0.77,3.1087,
320,20国开06,99.38,2.9608,6.09,2.9229,
321,20浦发银行CD478,97.51,3.4461,30.62,3.3192,
322,20招商银行CD203,97.66,3.1923,,3.1923,
323,19平安银行二级,100.56,4.4648,1.0,4.4674,
324,20农发02,97.77,3.2181,0.81,3.2212,
325,20粤交投SCP005,100.00,3.3491,,3.3491,
326,20华夏银行CD052,97.26,2.9998,-0.02,2.9998,
327,20杭城投债01,100.00,4.3599,,4.3599,
328,20中国银行CD060,98.55,2.9299,1.0,2.9256,
329,20中国银行CD011,97.91,2.8900,1.0,2.8900,
330,20农业银行CD076,98.59,2.9399,3.02,2.9399,
331,19广东债38,100.44,3.2012,5.12,3.2006,
332,18农发08,102.63,3.2254,1.45,3.2260,
333,20河南债41,99.82,3.3800,,3.3636,
334,20四川天府银行CD250,99.16,3.4490,,3.4490,
335,19附息国债10,100.21,3.8475,0.5,3.8452,
336,16江东控股MTN001,100.27,3.6807,0.97,3.6704,
337,20华诚医学CP001,100.00,6.4965,,6.4965,
338,20交通银行CD037,97.49,2.9300,-31.99,2.9426,
339,13国开31,102.28,3.2294,-1.06,3.2300,
340,20中原银行CD111,97.74,3.0700,-34.0,3.0678,
341,20威高SCP003,100.00,5.8772,,5.8772,
342,20金港SCP004,99.51,4.1056,-0.44,4.1080,
343,20金融街MTN003,100.00,3.9698,-0.02,3.9555,
344,20国药控股SCP009,99.95,3.3499,0.01,3.3499,
345,20铁道CP003,99.97,3.1865,-1.35,3.1922,
346,20北京农商银行CD283,99.21,3.2500,15.02,3.2500,
347,20北京银行CD049,97.55,3.5001,27.01,3.5001,
348,20中信银行CD219,98.48,3.2001,-95.3,3.5151,
349,20浙江瑞安农商行CD051,99.18,3.3671,,3.3671,
350,20江苏银行CD221,96.80,3.3000,8.0,3.2767,
351,20民生银行CD557,96.93,3.1600,1.0,3.1600,
352,20沪港务SCP006,99.52,3.1301,1.0,3.1301,
353,20华能SCP007,99.98,2.1012,-19.76,2.1012,
354,18海淀国资PPN001,100.00,5.1436,34.36,5.1436,
355,19中国银行CD121,96.97,1.8091,20.85,1.7798,
356,20嘉兴银行二级,93.22,5.6121,,5.6121,
357,20广州银行CD065,99.36,1.7995,14.86,1.7995,
358,16穗城投可续期债02,100.07,3.6700,,3.6740,
359,20上海银行CD233,99.35,1.9504,,1.9504,
360,18宝马汽车02,100.55,3.6439,-10.6,3.6491,
361,18交通银行小微债,100.53,3.2200,7.0,3.2200,
362,20华融湘江银行CD173,96.76,3.3491,,3.3491,
363,19齐鲁银行绿色金融债,99.84,3.6797,,3.6797,
364,20郑州银行CD102,97.20,3.1701,-6.0,3.1701,
365,20桂投资SCP005,99.59,3.9200,1.99,3.9200,
366,20重庆银行CD149,96.80,3.2949,-0.51,3.2949,
367,20长沙银行CD141,99.35,1.8483,9.61,1.8483,
368,20平安银行CD302,97.69,3.1401,1.01,3.1401,
369,20贵阳银行CD175,97.51,3.4000,,3.4000,
370,18国开06,105.18,3.4091,2.71,3.4091,
371,20平安银行CD317,96.82,3.2785,10.85,3.2785,
372,17蚌城投债,81.81,4.4490,,4.4490,
373,19平安银行CD291,97.05,1.6513,-34.91,1.6513,
374,20华夏银行CD398,99.25,2.9000,4.98,2.9000,
375,19华侨城MTN001,100.75,7.1564,,7.1564,
376,20浦发银行CD121,98.33,1.7012,5.25,1.7662,
377,20国泰君安CP010,99.96,3.1202,1.0,3.1202,
378,19江苏紫金农商行CD130,96.84,1.9014,,1.9014,
379,20中信银行CD008,97.22,2.9501,1.0,2.9501,
380,20东莞农村商业银行CD151,97.64,3.2200,,3.2200,
381,20交通银行CD049,97.86,3.1999,17.99,3.1999,
382,20建设银行CD071,98.61,2.8799,-2.45,2.9132,
383,20平安银行CD301,97.69,3.1400,1.0,3.1400,
384,20大连银行CD286,98.26,3.5482,,3.5482,
385,20招商银行永续债01,96.52,4.8120,-0.01,4.8120,
386,18福特汽车02,100.57,3.7547,-4.53,3.7547,
387,18镇江新城MTN001,102.63,7.4923,,7.4920,
388,20华鲁控股SCP001,99.54,3.5683,-1.17,3.5792,
389,20东裕1号ABN001优先,99.65,,,,
390,14株高科债01,20.24,4.9501,-7.9,4.9388,
391,20兴业银行CD121,97.92,2.9999,-14.02,2.9999,
392,20民生银行CD096,97.39,3.0301,-4.98,3.0301,
393,20汉口银行CD035,97.33,3.6399,1.0,3.6399,
394,20渤海银行CD374,98.45,3.2101,-38.27,3.2101,
395,18汇金MTN014,100.47,3.2556,-7.44,3.2518,
396,20华夏银行CD339,99.36,1.8535,25.54,1.8339,
397,20华电SCP015,99.68,3.0000,-4.02,3.0186,
398,16黄冈城投债,59.88,4.2599,6.75,4.2586,
399,20招商蛇口MTN001A,98.44,3.7376,-3.0,3.7400,
400,16首钢MTN001,100.32,3.6198,-2.2,3.6517,
401,18滨江房产MTN001,100.53,4.0454,11.71,4.0340,
402,20中信建投CP013,100.01,2.0545,5.49,2.0133,
403,20华夏银行CD120,97.87,2.9999,-18.02,2.9999,
404,20交通银行02,99.91,3.5300,1.0,3.5289,
405,20江西银行CD028,97.78,2.9801,1.0,2.9801,
406,20洛银租赁债,100.00,4.2984,-0.77,4.2984,
407,20建德ABN002优先,100.11,,,,
408,18农发01,105.88,3.4100,2.1,3.4094,
409,16附息国债21,99.63,2.8250,1.5,2.8244,
410,20贵阳银行CD135,97.59,3.2900,1.0,3.2900,
411,20徽商银行CD100,98.49,3.0200,-38.0,3.0200,
412,20进出02,98.66,3.1000,0.62,3.1004,
413,20光大证券CP012BC,100.01,2.0991,-15.06,2.1305,
414,20附息国债01,99.96,2.7994,-2.07,2.8481,
415,20长沙银行CD207,96.30,3.8500,43.03,3.8500,
416,14附息国债24,100.84,2.6800,-1.0,2.6896,
417,20厦门银行永续债01,100.00,4.7997,,4.7997,
418,19兴业银行CD521,97.04,1.8502,-0.01,1.8502,
419,20光大银行CD097,97.67,2.9199,1.0,2.9199,
420,20浦发银行CD122,97.52,2.9348,-16.51,2.9348,
421,20华能MTN001,97.81,5.8229,-4.76,5.8229,
422,19兴业银行CD518,97.00,1.7983,19.93,1.7983,
423,17邮储银行二级01,101.02,4.3070,0.11,4.3070,
424,19招商银行CD203,96.97,1.6993,23.16,1.6626,
425,20海沧投资SCP010,100.00,4.4983,,4.4983,
426,14海宁城投债,20.29,3.8079,-9.14,3.7946,
427,19深圳农商二级01,96.46,4.9561,,4.9561,
428,20嘉善国资PPN003,99.18,4.3896,,4.3896,
429,20中石油MTN001,98.28,3.5463,-3.37,3.6647,
430,16郑州兴港债,69.29,4.6626,,4.6629,
431,20农业银行CD078,98.59,2.9423,11.22,2.9423,
432,20富邦华一银行CD131,98.36,3.3488,,3.3488,
433,20北辰科技SCP002,98.87,8.5600,23.09,8.5624,
434,16进出16,100.21,3.0798,19.98,3.0036,
435,17国开10,102.72,3.5500,1.0,3.5371,
436,20贴现国债49,98.64,2.7799,-1.0,2.7820,
437,20兴业银行CD125,97.92,2.9599,-9.01,2.9599,
438,15沪城控MTN001(7年期),102.22,3.5262,-16.01,3.5281,
439,20淮北建投MTN001,98.39,5.2145,47.07,5.1168,
440,20青岛农商行CD206,96.83,3.2700,-14.97,3.2855,
441,19交银租赁债02,100.13,3.5534,-28.66,3.5517,
442,20浦发银行CD020,97.13,2.9002,-1.95,2.8929,
443,20海通证券CP008,99.98,3.1104,1.0,3.1104,
444,18浦发银行二级02,102.03,4.6396,-1.02,4.6442,
445,16农发21,100.03,2.8788,-1.13,2.8816,
446,20光大集团SCP023,99.91,3.0997,-0.03,3.0997,
447,17农发12,101.67,3.1700,2.0,3.1546,
448,20浦发银行CD402,97.78,3.0300,,3.0300,
449,16连云发展PPN002,99.91,5.0729,-7.72,5.0729,
450,20华融湘江银行CD175,96.96,4.1821,76.24,4.1821,
451,20威海商行CD157,97.36,3.6077,,3.6077,
452,20招商银行CD012,97.16,2.9003,10.0,2.9003,
453,20中信银行CD003,97.13,2.8998,-10.02,2.8998,
454,20沪地产02,99.09,3.8082,1.82,3.8091,
455,20农业银行二级01,94.96,3.7443,-0.9,3.7436,
456,20厦门银行CD264,98.32,3.4301,13.05,3.4301,
457,20民生银行CD423,99.36,1.6951,-0.32,1.6951,
458,18大唐集PPN002,100.81,7.2755,1.65,7.2749,
459,20浦发银行CD469,97.70,3.1300,-1.0,3.1400,
460,20华夏银行CD468,98.52,3.0099,-13.98,3.0099,
461,18北控集MTN002,100.92,3.7926,-0.64,3.7963,
462,19建设银行CD228,96.99,1.5985,-10.21,1.5985,
463,20金融城建GN001,99.29,4.0500,,4.0500,
464,20融和融资SCP012,99.54,3.8499,-5.01,3.8229,
465,20华夏银行CD463,98.01,4.0974,-0.43,4.0974,
466,20上饶城投PPN001,99.63,4.5500,-10.21,4.5500,
467,20招商银行CD095,97.08,3.1000,-13.0,3.1000,
468,20招商银行CD008,97.20,2.8601,,2.8601,
469,18华融二级资本债01,101.34,4.7938,-0.6,4.7938,
470,18青岛城投PPN002,100.64,3.7181,,3.7181,
471,20四川债70,94.66,3.9153,-0.47,3.9225,
472,17川交投MTN001,102.01,7.4822,-1.28,7.4828,
473,20民生银行CD343,98.57,2.9599,-34.26,2.9599,
