,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
186,20贴现国债49,98.72,2.5301,-1.0,2.5372,
187,20宝武集团SCP002,99.90,2.8299,0.98,2.8299,
188,19民生银行二级01,100.71,4.3727,-0.23,4.3726,
189,19浙商银行绿色金融,100.14,3.3300,-8.0,3.3300,
190,20广核电力MTN001,100.12,3.5680,-5.2,3.6027,
191,20东莞农村商业银行CD203,99.33,2.7197,,2.7197,
192,20浦发银行CD012,97.17,2.6498,-6.0,2.6498,
193,20浦发银行CD221,97.85,4.1405,146.04,2.8983,
194,20广发银行CD210,98.57,2.7799,1.0,2.7799,
195,20招商银行CD036,97.39,2.6400,,2.6267,
196,20华融湘江银行CD175,97.27,3.7500,1.0,3.7500,
197,20浦发银行CD056,97.36,2.6698,-6.01,2.6698,
198,20民生银行CD558,98.28,3.5301,1.0,3.5301,
199,20重庆银行CD181,99.78,0.9977,-24.96,0.9977,
200,20湖南三湘银行CD001,96.18,3.7501,,3.7501,
201,20兴业银行CD119,98.04,2.7101,,2.7101,
202,17国开08,103.45,3.2800,-3.0,3.2126,
203,20中电信SCP016,99.94,2.8497,1.0,2.8496,
204,20上海银行CD291,99.77,2.4492,4.85,2.4560,
205,20国开05,95.41,3.6650,1.5,3.6598,
206,19农发09,99.82,3.2900,5.0,3.2438,
207,18农发12,100.52,2.7000,2.0,2.6850,
208,18进出13,100.75,2.7000,-1.0,2.6991,
209,20中国核建SCP004,99.95,3.2507,10.01,3.2507,
210,20附息国债01,99.99,2.4511,-4.97,2.4197,
211,20临安国控PPN001,97.86,4.2605,-0.31,4.2602,
212,20附息国债02,99.35,2.7900,3.98,2.8425,
213,20瀚瑞投资SCP009,100.00,5.4992,,5.4992,
214,20武汉生态SCP003,100.00,3.7196,,3.7196,
215,18建设银行二级02,101.75,4.4294,0.03,4.4289,
216,16国开13,98.14,3.4150,-0.5,3.4188,
217,20蓉城轨交GN001,98.37,3.8800,-9.0,3.8789,
218,20江苏银行CD172,97.79,2.9500,-5.01,2.9420,
219,20金融街MTN003,100.47,3.8646,-2.98,3.8645,
220,20国开06,99.52,2.6399,-1.01,2.6400,
221,18附息国债12,104.73,3.9100,,3.9060,
222,20长沙银行CD207,96.38,3.7700,1.0,3.7700,
223,20华夏银行CD361,98.61,2.6398,-3.02,3.0400,
224,20农业银行CD173,98.62,2.8098,,2.8098,
225,20中国银行CD055,98.61,2.6702,-1.0,2.6702,
226,20兴业银行CD444,99.28,2.6599,1.0,2.6449,
227,20深圳农商银行CD032,99.34,2.7000,,2.7000,
228,20长沙银行CD143,96.99,3.0500,1.0,3.0300,
229,20光大银行CD122,98.18,2.6499,-2.02,2.6498,
230,20中国银行CD100,97.84,2.9000,1.0,2.9000,
231,20宁波银行CD032,97.33,2.6597,,2.6597,
232,20江苏银行CD017,97.29,2.6600,-6.98,2.6600,
233,20柳州银行CD303,99.72,3.2998,,3.2998,
234,20青岛农商永续债01,97.46,5.3950,-10.89,5.2753,
235,19附息国债06,100.22,3.2600,1.5,3.2455,
236,16国开18,100.69,2.6821,-1.56,2.6734,
237,20农业银行永续债01,95.67,4.5884,-3.03,4.5952,
238,17国开15,104.44,3.4800,1.5,3.4708,
239,20拉萨城投PPN001,100.00,4.2974,-35.35,4.2973,
240,20进出10,96.52,3.6800,2.0,3.6689,
241,20郑州银行CD270,97.31,3.7001,0.01,3.7001,
242,18附息国债09,100.79,2.8100,1.0,2.8183,
243,20建设银行CD101,98.62,2.6698,-3.04,2.6531,
244,19青岛27,99.82,3.2600,1.0,3.2600,
245,20电网SCP045,99.88,2.8404,-1.9,2.8466,
246,20贴现国债58,99.35,2.4999,-0.05,2.4785,
247,15进出08,103.85,3.3082,0.18,3.3067,
248,19农发01,100.82,3.6304,0.04,3.6290,
249,20华夏银行,100.20,3.4682,-1.36,3.4760,
250,20昆明轨道SCP005,99.78,4.0000,1.0,4.0000,
251,20富阳农商银行CD020,98.43,3.1998,,3.1998,
252,20北辰科技MTN002,95.91,7.5672,0.05,7.5674,
253,18绿城房产MTN002,100.90,8.6564,9.98,8.6564,
254,18广州地铁MTN001,103.98,3.5009,-33.49,3.5009,
255,20富滇银行CD272,99.72,3.2998,,3.2998,
256,19金鼎产融MTN001,99.27,7.1892,71.88,6.8388,
257,19附息国债07,100.95,3.0550,0.5,3.0510,
258,20进出02,98.95,2.8900,-0.25,2.8908,
259,19工商银行二级01,100.37,4.2038,-1.26,4.2034,
260,16进出09,100.29,2.4633,-3.25,2.7821,
261,19瑞丽仁隆债,100.00,7.9802,,7.9802,
262,20北京农商银行CD292,99.32,2.7802,,2.7802,
263,19大唐发电PPN002,100.94,6.9911,-1.92,6.9911,
264,20民生银行CD152,97.79,2.7350,-6.51,2.7425,
265,20平安银行CD235,98.53,3.0503,-39.98,3.0402,
266,20上海农商银行CD131,97.01,3.0300,1.0,3.0300,
267,20恒丰银行CD468,99.75,2.9803,,2.9803,
268,17华发实业MTN003,102.25,4.0083,-9.17,4.0083,
269,20陕投集团SCP002,99.93,3.5456,-3.43,3.5478,
270,17洪山城投债01,81.54,4.6787,-0.41,4.6787,
271,20浦发银行CD130,98.47,0.6986,-20.08,0.7753,
272,20青岛银行CD112,97.72,3.0700,1.0,3.0700,
273,20西安银行CD095,98.53,2.9199,-71.0,2.9199,
274,20江苏银行CD115,97.91,2.8000,-3.49,2.7951,
275,20交通银行CD179,98.62,2.6698,-48.6,2.6698,
276,20广州银行CD066,98.57,2.7500,0.01,2.7500,
277,20首钢SCP006,99.83,3.1000,-5.0,3.0941,
278,20融和融资SCP015,99.59,3.7000,-28.51,3.6993,
279,20兴业银行CD273,97.20,2.9300,,2.9300,
280,18农发01,106.34,3.2810,-1.87,3.2823,
281,20民生银行CD035,97.26,2.6699,-7.41,2.6699,
282,19宁波银行小微债02,100.20,3.3383,-22.45,3.3383,
283,20平安银行CD322,97.10,2.9800,-2.0,2.9800,
284,20中信银行CD144,97.16,2.9501,,2.9376,
285,20民生银行CD315,97.98,2.7700,-54.99,2.7700,
286,20中信银行CD016,97.34,2.6698,-0.04,2.6698,
287,20交通银行CD046,97.89,3.4499,1.0,3.4499,
288,20银河证券CP012,100.00,2.8496,-7.12,2.8496,
289,20南京银行CD095,98.61,2.6995,-0.06,2.6995,
290,20广发银行CD215,99.29,2.6498,-2.02,2.6498,
291,19农业银行永续债02,98.84,4.5419,-1.53,4.5419,
292,20华济建筑ABN001优先,100.00,,,,
293,18农发09,100.67,2.6300,0.54,2.6301,
294,19农发清发01,100.17,2.6958,-0.43,2.7132,
295,19浙江12,100.38,3.2000,-3.0,3.2000,
296,19进出10,101.34,3.6700,-15.64,3.6613,
297,20兴业银行小微债05,100.01,3.4400,-0.8,3.4395,
298,20浦发银行CD217,98.19,2.6500,-1.98,2.6611,
299,20国开20,99.85,3.9097,-0.03,3.9101,
300,17黄石城投PPN002,102.77,4.7368,,4.7384,
301,20农发07,99.96,3.0700,1.0,3.0669,
302,20京国资MTN002,98.21,3.8187,-10.13,3.8042,
303,19浦发银行小微债01,100.43,3.1359,-1.9,3.1383,
304,20浙商银行CD117,99.31,2.7498,-22.02,2.7498,
305,16附息国债26,90.86,3.9100,-0.5,3.9100,
306,20余杭创新PPN005,100.28,4.1726,-8.57,4.1726,
307,19国开绿债01,100.02,3.0850,1.5,3.0850,
308,20进出13,100.65,3.0800,-0.5,3.0791,
309,20金融街SCP003,99.94,3.0892,-3.66,3.0933,
310,20农业银行CD093,98.62,2.6301,-4.97,2.6244,
311,20深圳水务SCP001,100.00,3.1397,,3.1397,
312,20农发清发02,96.83,3.4300,-1.0,3.4300,
313,20越秀集团SCP007,99.43,2.9201,-18.68,2.9237,
314,18农发13,101.23,3.0998,0.32,3.0934,
315,20进出05,98.60,3.2910,1.6,3.2904,
316,20宜宾国资PPN001,96.97,4.4779,,4.4776,
317,17国开01,102.06,3.1300,-0.5,3.1300,
318,20浦发银行CD030,97.20,2.6700,-2.98,2.6545,
319,20兴业银行CD121,98.03,2.7701,1.0,2.7726,
320,20东航股SCP032,99.92,2.9499,1.0,2.9499,
321,11附息国债23,108.97,3.8900,-1.5,3.8900,
322,20江苏银行CD114,97.11,2.9500,-0.01,2.9500,
323,20中国银行CD060,98.59,2.6700,3.97,2.6700,
324,20武汉农商行CD090,99.14,3.4995,,3.4995,
325,20于家堡PPN001,98.30,7.2432,0.08,7.2435,
326,20鑫华农业PPN001,97.20,4.6982,0.12,4.6977,
327,16进出03,100.08,3.3109,7.21,3.2997,
328,20深圳地铁MTN003,100.45,3.4268,-7.32,3.4288,
329,20汇丰银行01,98.22,3.7189,-8.11,3.7189,
330,20广发银行CD244,97.07,3.0198,,3.0198,
331,19首开PPN002,99.92,4.0191,-3.17,4.0191,
332,17陕煤化MTN004,103.32,4.2000,-5.31,4.1994,
333,20交通银行CD038,97.63,2.6800,0.98,2.6733,
334,20平安银行CD089,98.00,2.7301,-74.0,3.2234,
335,20中原银行CD115,97.86,2.8551,-57.5,2.8551,
336,17闽漳龙MTN001,102.78,8.0841,,8.0841,
337,20中粮SCP004,99.92,2.7995,-10.05,2.7995,
338,20阜阳投资PPN003,100.00,5.2483,-0.16,5.2482,
339,20兰州建投PPN003,98.95,5.4020,-24.22,5.4020,
340,20惠民建投MTN002,100.09,6.6616,0.33,6.6612,
341,18物产中大MTN001,100.46,3.4930,-9.85,3.4916,
342,15农发05,102.49,3.3200,2.0,3.3077,
343,20湖北银行CD083,98.43,3.1998,,3.1998,
344,20合建投SCP001,99.90,2.9400,,2.9400,
345,18福建阳光MTN001,99.33,8.2280,,8.2218,
346,20益航资产PPN001,99.57,4.3759,,4.3753,
347,20南京银行CD004,97.20,2.7297,-0.05,2.7297,
348,20平安银行CD328,97.10,2.9800,-1.87,2.9800,
349,20农业银行CD022,97.63,2.6199,-8.01,2.6433,
350,20南京地铁SCP008,100.05,3.0439,-10.61,3.0490,
351,20兴创投资PPN001,100.00,4.8693,-0.06,4.8690,
352,20中信银行CD289,97.83,2.9100,-4.0,2.9100,
353,20农业银行CD171,98.62,2.8000,1.0,3.0167,
354,20国能新能GN001,100.00,1.8999,,1.8999,
355,15张家口商行二级,100.55,4.8036,,4.8034,
356,20交通银行CD232,97.83,2.9001,-4.99,2.9001,
357,20兴业银行CD138,97.98,2.7699,1.0,2.7699,
358,20洛阳银行CD151,98.22,3.7501,1.0,3.7501,
359,20江宁水MTN002,98.55,7.5036,13.68,7.5036,
360,20兴业银行CD523,97.05,3.0321,3.22,3.0106,
361,20光大银行CD200,97.92,2.7901,-0.99,2.7901,
362,20中信银行CD007,97.24,2.6700,1.0,2.6700,
363,20江苏银行永续债,95.94,4.8723,-4.71,4.8723,
364,18余姚城投MTN003,101.00,8.8921,,8.8921,
365,20泰安城乡PPN001,98.32,5.3887,-2.09,5.3887,
366,20绵阳银行永续债,100.00,4.7999,,4.7999,
367,20民生银行CD492,97.80,2.9400,-5.0,2.9400,
368,20贴现国债38,98.79,2.6498,1.0,2.6248,
369,20厦门国际银行CD111,97.77,2.9700,,2.9696,
370,19供销MTN001,101.21,4.2850,-16.5,4.2850,
371,14进出30,100.82,2.6200,1.0,2.6200,
372,11国开08,100.32,2.5001,-60.0,2.5001,
373,20中信银行CD094,98.18,2.6498,-3.02,2.6498,
374,20恒丰银行CD344,99.34,1.2470,-0.35,1.1638,
375,20重庆农村商行CD180,98.58,2.7558,1.58,2.7558,
376,20北京银行CD032,98.06,2.7500,1.0,2.7500,
377,20川高速SCP005,99.68,3.1199,1.0,3.1149,
378,20农业银行CD149,99.29,2.6200,-4.02,2.6135,
379,20长电SCP005,99.98,2.8500,-5.0,2.8500,
380,20青海银行CD039,99.72,3.2832,,3.2832,
381,20浦发银行CD366,97.88,2.8000,-4.01,2.8034,
382,20华夏银行CD166,98.18,2.6498,1.0,2.6498,
383,20建设银行CD080,98.64,2.5499,-14.03,2.5499,
384,20招商银行CD087,97.23,2.9000,1.0,2.9000,
385,20兴业银行CD437,99.28,2.6096,-9.05,2.6095,
386,20北京银行CD132,97.03,3.0100,-23.8,3.0100,
387,20民生银行CD363,97.13,2.9599,1.99,2.9599,
388,19长江开发MTN001,101.50,5.7225,42.06,5.7225,
389,20湘高速PPN001,97.83,4.2164,,4.2160,
390,20浙商银行CD127,99.33,2.7193,-0.02,2.7193,
391,20浦发银行CD432,99.29,2.6398,-2.74,2.6398,
392,18广州地铁MTN002,103.00,3.5325,1.25,3.5325,
393,20浦发银行01,97.05,3.4074,-1.26,3.4074,
394,18国泰租赁PPN001,99.09,8.6264,-16.54,8.6161,
395,19附息国债13,99.82,2.9900,0.12,2.9885,
396,19大横琴MTN001,100.71,3.9004,-14.96,3.9004,
397,20苏科技城MTN001,100.00,8.1507,,8.1508,
398,20潍坊滨投PPN001,98.97,5.4797,-0.05,5.4797,
399,19进出03,100.14,2.8300,0.5,2.8212,
400,18华润置地MTN001,100.47,2.9301,8.02,2.8560,
401,20晋商银行CD164,98.51,2.9300,,2.9300,
402,18国开14,103.31,3.3945,0.18,3.3677,
403,16农发18,101.34,3.2992,-13.83,3.3022,
404,18兴业绿色金融02,100.74,3.0534,0.34,3.0472,
405,19津地铁MTN001,100.74,3.8864,-21.26,3.8864,
406,20浦发银行二级01,97.57,4.1798,-3.75,4.1676,
407,20中建三局MTN003B,99.59,6.7772,-4.03,6.7772,
408,20贴现国债53,99.37,2.3703,-4.99,2.3703,
409,20常城建SCP007,99.70,3.2787,-7.97,3.2853,
410,20飞驰光信ABN001优先,100.00,,,,
411,20贴现国债61,99.38,2.4799,-2.11,2.4799,
412,20交通银行CD029,97.35,2.6397,-15.02,2.6538,
413,20农发06,99.69,2.6699,-0.63,2.6654,
414,20湖北银行CD082,99.24,3.0998,,3.0998,
415,20交通银行02,100.06,3.4766,2.66,3.4713,
416,19葡萄牙人民币债01BC,100.16,3.9576,-24.74,3.9576,
417,20中化股SCP024,100.00,1.7021,-10.02,1.7021,
418,20上海银行CD233,99.34,0.7967,-115.37,0.7967,
419,19北京债10,100.14,3.2000,,3.2240,
420,16农发21,100.14,2.6849,-0.52,2.6856,
421,20建设银行CD088,98.60,2.6499,-2.0,2.6499,
422,19中原金控PPN001,100.60,5.4988,-3.08,5.4988,
423,20首钢SCP005,99.84,3.0601,-35.58,3.0601,
424,16广新控股MTN001,100.00,6.8274,0.98,6.8274,
425,19福新能源MTN001,100.87,6.9755,-0.81,6.9759,
426,18华润MTN002,101.61,3.5300,-7.84,3.5300,
427,18豫高管MTN004,100.42,3.5658,-26.76,3.5658,
428,19国开12,100.08,2.6968,-0.16,2.6910,
429,20桂交投01,95.52,4.4581,20.14,4.4581,
430,19农发04,101.02,3.1735,-4.55,3.1674,
431,19兴业银行二级02,99.16,4.2346,-0.99,4.2411,
432,20进出09,99.90,2.6699,-3.0,2.6690,
433,18越秀集团MTN003,102.63,3.6000,-11.0,3.5824,
434,20兆润投资MTN002,99.73,3.8520,-1.8,3.8684,
435,14国开03,100.18,2.5493,-4.69,2.5425,
436,20农业银行小微债01,97.02,3.3400,-1.77,3.3400,
437,15四川债19,100.31,3.3000,,3.3005,
438,16长沙银行二级,100.24,4.1259,-1.96,4.1259,
439,19安徽债16,99.85,3.2600,3.5,3.2600,
440,19农发06,100.42,3.6800,-1.5,3.6723,
441,17西藏开投绿色债NPB,100.17,4.4710,-2.57,4.4710,
442,20中石化MTN003,97.16,3.4378,-0.35,3.4392,
443,20贴现国债48,99.42,2.2704,-20.87,2.2602,
444,18进出10,108.82,3.4900,-2.0,3.4864,
445,17邮储银行二级01,101.08,4.2960,-0.32,4.2960,
446,20楚天智能SCP001,99.67,3.6384,-1.15,3.6456,
447,20浦发银行永续债,99.87,4.7788,-6.12,4.7978,
448,19中国华融债01(品种二),100.77,3.8306,,3.8306,
449,20中石油MTN003,97.32,3.6813,-1.83,3.6627,
450,20泰达城发MTN002,98.20,6.6881,7.8,6.6883,
451,20湖北银行CD084,98.43,3.1998,,3.1998,
452,19中国华融债01(品种一),100.23,3.5700,-3.0,3.5700,
453,19华菱集团MTN003,100.05,4.1500,1.18,4.1500,
454,20东莞农村商业银行CD151,97.78,2.9600,-26.0,2.9600,
455,20贵阳银行CD175,97.51,3.3999,-0.01,3.3999,
456,20浦发银行CD375,98.60,2.6702,-32.32,2.6702,
457,20华夏银行CD010,97.17,2.6199,-28.03,2.6199,
458,20开乾投资MTN001,99.47,6.6248,-8.41,6.6246,
459,20津城建MTN006,98.30,4.2663,,4.2663,
460,20国药控股SCP006,100.02,1.8986,-50.05,1.8986,
461,19中远海发MTN001,100.26,3.3500,1.0,3.3481,
462,20江苏租赁债01,100.61,3.9200,-26.92,3.9191,
463,20大连银行CD174,96.48,3.8000,,3.8000,
464,20兴业银行CD192,97.73,2.8201,,2.8201,
465,18宁河西MTN002,104.06,3.7833,-19.44,3.7833,
466,20交通银行CD011,97.16,2.5995,-8.03,2.5995,
467,19中油股MTN002,100.25,3.3608,0.03,3.3585,
468,16南京国投MTN001,99.98,3.2417,4.17,3.2227,
469,20兴业银行CD032,97.18,2.6506,-4.95,2.6506,
