,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
54,20浦发银行CD456,99.25,2.9802,-17.52,3.0579,
55,17国开10,102.66,3.5600,0.93,3.5498,
56,20抗疫国债04,96.40,3.3000,1.0,3.2985,
57,16国开10,98.74,3.4404,1.57,3.4203,
58,20进出15,100.14,3.3975,1.0,3.3998,
59,20国开01,99.96,2.7797,0.01,2.7872,
60,16国开06,100.01,2.8508,-0.9,2.8410,
61,20江苏银行CD062,97.66,3.1900,-4.99,3.1900,
62,20浦发银行CD452,99.26,2.9597,-18.48,3.0534,
63,20兴业银行CD424,99.26,2.9902,-8.14,3.0150,
64,20中国银行CD086,99.25,3.0001,-0.99,3.0326,
65,20贴现国债58,99.26,2.9998,16.98,2.9254,
66,20中国银行CD028,97.20,3.1799,-15.01,3.1799,
67,20国药控股SCP008,99.78,3.2722,,3.2767,
68,16重庆债19,99.37,3.1499,6.99,3.1499,
69,20广发银行CD215,99.24,3.0198,-24.01,3.0013,
70,18黑龙江04,100.53,2.9085,7.32,2.9085,
71,20华夏银行CD450,99.20,3.2798,18.0,3.2798,
72,20中国银行CD083,99.25,3.0153,0.56,3.0265,
73,20农业银行CD142,99.23,3.0579,-3.31,3.0674,
74,20农业银行CD136,99.24,3.0288,-5.58,3.0396,
75,18进出13,100.55,3.0100,2.0,3.0039,
76,15农发12,101.34,3.1722,-2.82,3.1673,
77,18农发09,100.59,2.9300,-4.01,2.9189,
78,19进出05,99.74,3.3665,1.65,3.3406,
79,20兴业银行CD159,97.69,3.1701,-3.0,3.1644,
80,20农发清发01,98.94,3.1200,-3.5,3.1394,
81,20北京银行CD164,96.76,3.3497,,3.3501,
82,19农发06,100.20,3.7100,-1.05,3.7321,
83,20进出12,99.66,3.1550,-3.5,3.1700,
84,18附息国债02,100.13,2.4804,-1.93,2.4799,
85,20农发01,99.95,2.9102,1.0,2.9079,
86,20中建八局SCP007,99.94,2.6000,,2.5997,
87,16农发17,100.68,3.2300,-5.0,3.2535,
88,20交通银行CD038,97.51,3.0899,-0.02,3.0876,
89,19国开02,99.95,3.0700,2.0,3.0304,
90,16华夏银行02,100.01,3.1120,1.0,3.1046,
91,20中国银行CD055,98.54,3.0598,3.97,3.0425,
92,20兴业银行CD041,97.11,3.0600,-7.37,3.0464,
93,20国开05,95.20,3.6905,-1.95,3.7327,
94,20贴现国债50,99.35,2.6800,-3.96,2.6760,
95,20贴现国债56,99.31,2.7502,-9.97,2.7923,
96,20鲁高速股SCP009,99.99,2.3010,,2.3010,
97,14附息国债12,103.93,2.8200,4.0,2.7671,
98,20浦发银行CD511,96.85,3.2497,,3.2497,
99,20民生银行CD357,96.93,3.2500,1.0,3.2500,
100,20上海银行CD290,99.75,2.9495,,2.9495,
101,20首农食品SCP003,99.59,3.5799,,3.5792,
102,16农发21,99.98,2.9600,-0.5,2.9631,
103,20湘高速MTN007,100.00,4.1399,,4.1399,
104,20粤珠江MTN003,100.00,4.6899,,4.6899,
105,19国开10,99.70,3.6900,-1.01,3.6827,
106,20陕延油SCP006,99.76,3.2431,,3.2431,
107,16进出12,99.93,2.9900,2.0,2.9615,
108,20农业银行CD164,96.85,3.2500,,3.2498,
109,17附息国债04,101.89,3.0612,0.57,3.0612,
110,19附息国债04,100.58,3.0000,-2.88,3.0077,
111,18附息国债07,100.22,2.6999,-3.01,2.6769,
112,20中国银行CD051,98.54,3.1451,4.49,3.1383,
113,20中粮SCP005,99.61,3.2601,1.02,3.2571,
114,20华发集团SCP019,99.51,3.8000,-10.01,3.7990,
115,16进出16,100.21,3.0850,9.89,3.0032,
116,20张家港农村商业银行CD021,99.74,3.0501,,3.0501,
117,20广州农村商业银行CD141,96.71,3.3997,,3.3997,
118,20国开20,98.84,3.9847,-0.53,3.9870,
119,19国开07,100.02,3.1550,2.5,3.1395,
120,20中远海运SCP004,99.50,3.2428,-3.99,3.2502,
121,20进出03,97.53,3.2900,2.19,3.2516,
122,20附息国债09,98.33,3.0425,-2.76,3.0534,
123,20农业银行CD110,99.38,1.5008,-49.98,1.7251,
124,19建设银行CD223,97.01,1.4980,-25.3,1.4980,
125,20锡交通SCP010,99.98,2.5811,,2.5811,
126,20首农ABN001优先,100.00,,,,
127,18国开05,108.57,3.5050,-1.25,3.5180,
128,17国开15,104.11,3.5393,0.36,3.5355,
129,14进出62,101.44,2.9098,-2.46,2.9098,
130,20台州银行CD046,98.35,3.3901,1.0,3.3901,
131,19广东债38,100.45,3.2000,,3.2000,
132,20宁波银行CD171,99.33,1.7992,,1.7992,
133,20民生银行CD498,98.35,3.3999,1.0,3.3999,
134,20成都农商银行CD052,99.35,1.7982,-5.04,1.7982,
135,20建设银行CD055,97.84,3.1001,-2.98,3.1001,
136,18国开11,101.16,3.2950,2.0,3.2560,
137,20农业银行二级01,94.88,3.7546,-0.02,3.7547,
138,20交通银行02,99.76,3.5850,-0.5,3.5879,
139,18汇丰银行02,100.33,3.7500,39.99,3.7500,
140,19附息国债06,100.13,3.2725,-0.75,3.2722,
141,20张江集SCP007,99.94,3.3651,0.51,3.3651,
142,15国开10,103.09,3.4296,-0.04,3.4284,
143,20汇金MTN001,99.09,3.6057,0.57,3.6057,
144,20农发04,93.81,3.7550,0.75,3.7358,
145,20进出13,100.22,3.2525,-3.75,3.2643,
146,20南航股SCP014,99.85,3.6138,-14.98,3.6138,
147,20中信银行CD313,96.84,3.2597,,3.2597,
148,20华夏银行CD374,99.26,3.0200,,3.0088,
149,20农业银行CD093,98.54,3.0601,-3.98,3.0534,
150,20农业银行CD104,98.53,3.0099,-1.01,3.0045,
151,20浦发银行CD375,98.53,2.9900,-12.01,3.0523,
152,15江苏债26,101.05,3.0114,-1.1,3.0114,
153,09附息国债11,102.16,3.0351,0.69,3.0352,
154,18国开04,103.07,3.2653,3.03,3.2279,
155,20大足城乡MTN001,100.00,6.4999,,6.4999,
156,20中粮SCP006,99.63,3.3300,-1.0,3.3290,
157,19兴业银行CD535,97.13,1.8505,-4.89,1.8682,
158,19附息国债15,98.88,3.2750,-2.5,3.2867,
159,20济南轨交SCP003,99.74,3.6500,0.43,3.6876,
160,20进出01,99.79,2.7884,-14.16,2.7997,
161,17农发15,105.04,3.5350,1.46,3.5248,
162,20深能源SCP002,99.87,3.2100,-5.0,3.2366,
163,18农发02,100.23,2.8847,-6.51,2.9221,
164,16国开13,97.58,3.5225,1.25,3.5068,
165,20浦发银行CD241,97.21,3.2001,-9.9,3.2101,
166,20蚌埠城投PPN001,100.00,5.4999,,5.4999,
167,20招商银行CD169,98.45,3.3001,25.01,3.2226,
168,14附息国债03,100.23,2.1590,7.91,2.0900,
169,20中国银行CD030,97.19,3.1799,-3.01,3.1799,
170,19中金公司金融债01,99.71,3.5604,,3.5604,
171,16陕高速PPN002,99.92,3.9586,-3.15,3.9586,
172,16农发03,100.01,2.7701,-1.23,2.7701,
173,18农发08,102.49,3.2900,1.43,3.2651,
174,20宁沪高SCP028,99.50,3.4243,-0.58,3.4160,
175,20中车SCP023,99.96,2.3005,1.0,2.3002,
176,16国开18,100.42,3.0025,4.25,2.9758,
177,20民生银行CD137,97.62,3.0698,1.99,3.0632,
178,14附息国债21,104.40,2.8900,24.0,2.9216,
179,18珠海农商二级01,99.91,5.5104,1.62,5.5102,
180,20农发07,99.51,3.2509,-0.16,3.2401,
181,19进出10,101.05,3.7100,-11.7,3.7002,
182,19附息国债03,99.71,2.9275,-2.75,2.9483,
183,20中信建投CP014,99.95,3.2302,-1.99,3.2188,
184,20交通银行CD040,96.96,4.9734,-0.38,4.1491,
185,20江苏银行CD221,96.77,3.3400,-1.0,3.3558,
186,20光大银行CD317,96.84,3.2597,,3.2597,
187,17国开01,101.58,3.3000,-3.14,3.3146,
188,15国开18,101.24,3.4500,2.09,3.4204,
189,20南电MTN002,99.38,3.6067,1.67,3.6094,
190,20附息国债02,99.10,2.9800,0.1,2.9450,
191,20农发06,99.50,2.9601,0.04,2.9565,
192,16贵州债30,99.35,3.1700,,3.1700,
193,18宁波银行01,100.52,3.1800,2.99,3.1589,
194,16附息国债07,99.91,2.8049,-4.5,2.8072,
195,20国开06,99.35,2.9500,-2.0,2.9569,
196,20广西债38,100.05,3.4300,4.63,3.3993,
197,20皖投集CP003,100.00,3.6196,,3.6196,
198,20中电信SCP015,99.98,2.1981,-5.13,2.1909,
199,20江苏江南农村商业银行CD214,98.39,3.2786,-0.11,3.2787,
200,20农发05,95.24,3.4400,2.0,3.4143,
201,20建设银行双创债,99.91,3.5318,-1.04,3.5390,
202,19农发09,99.48,3.3901,0.7,3.3863,
203,20江西债12,96.23,3.3753,,3.3753,
204,20嘉兴经技MTN003,100.00,4.9898,,4.9899,
205,20江苏银行CD223,96.74,3.3697,,3.3697,
206,19进出08,100.11,3.1700,-8.0,3.1943,
207,16厦门债05,99.37,3.1500,7.0,3.1500,
208,20中信银行CD029,97.45,3.1001,-0.99,3.0717,
209,20浦发银行CD056,97.28,3.0898,-0.03,3.0898,
210,20中信银行CD165,96.95,3.2399,-1.02,3.2432,
211,20民生银行CD152,97.64,3.1200,-8.01,3.1200,
212,20农业银行CD029,97.82,3.0901,1.0,3.0901,
213,20建设银行CD101,98.55,3.0002,-8.96,3.0450,
214,20民生银行CD370,98.54,3.0299,-7.03,3.0299,
215,16湘潭专项债01,57.86,5.9411,,5.9396,
216,20兴业银行CD245,97.99,3.1301,-19.0,3.1301,
217,20平安银行CD314,96.85,3.2497,,3.2497,
218,18附息国债06,106.21,3.8500,-8.5,3.8500,
219,20郑州银行CD103,97.99,3.0799,,3.0799,
220,20农业银行永续债01,95.40,4.6500,5.06,4.6583,
221,20粤珠江MTN001,99.39,4.0700,-13.3,4.0700,
222,20平安银行CD274,97.64,3.2401,-7.99,3.2401,
223,20江苏银行CD116,96.90,3.3000,3.0,3.3000,
224,20农业银行CD043,98.00,3.1000,-2.99,3.1000,
225,14津兴宁投债,20.00,6.7514,,6.7514,
226,17附息国债22,107.79,3.8139,-0.08,3.8139,
227,17江苏银行02,101.70,3.4016,,3.4016,
228,20中国银行CD018,97.68,3.0999,-18.01,3.1213,
229,20宿迁经开CP002,100.00,5.4992,,5.4992,
230,20进出08,99.65,2.9299,1.0,2.9230,
231,20中国银行CD066,98.55,3.0002,,3.0077,
232,20深圳机场CP002,99.57,3.4000,-12.0,3.4027,
233,20华能SCP007,99.97,2.2988,-0.11,2.2989,
234,18国开06,105.16,3.4175,-0.25,3.4142,
235,14国开21,101.36,2.9499,-4.71,2.9579,
236,18华融二级资本债01,100.49,4.9237,12.72,4.9237,
237,20进出02,98.64,3.1100,-1.0,3.1217,
238,20进出11,100.28,3.7050,-4.75,3.7210,
239,20宁波银行CD225,99.26,3.0200,-110.6,3.2902,
240,18河北26,100.52,2.9199,-1.01,2.9238,
241,18附息国债28,100.55,3.1000,-1.1,3.1129,
242,16兴业银行二级,100.11,3.7130,-0.35,3.7130,
243,20西安经开MTN001,100.00,4.8999,,4.8999,
244,20青岛银行CD053,97.67,3.2399,-4.0,3.2399,
245,20光明SCP007,99.82,3.1702,,3.1702,
246,20华夏银行CD388,99.25,2.9999,,2.9999,
247,20交通银行CD193,98.04,4.9253,-10.4,4.9253,
248,17附息国债18,102.92,3.1000,-0.29,3.1000,
249,19农发08,100.64,3.5000,-18.57,3.5070,
250,16大连万达MTN002,99.66,4.7713,-0.79,4.7713,
251,20威海商行CD145,97.95,4.2281,-0.44,4.2281,
252,20凤凰传媒MTN001,99.39,3.8000,1.0,3.7984,
253,16进出绿色债01,100.25,3.0200,1.0,2.9960,
254,20恒逸MTN003,100.00,6.9996,,6.9996,
255,14建行二级01,105.50,5.1745,3.31,5.1745,
256,20平安银行CD093,97.80,3.1199,-17.02,3.1041,
257,20农业银行CD039,97.20,3.1799,-1.01,3.2000,
258,20兴业银行CD388,99.38,1.8504,2.95,1.8504,
259,20建设银行CD056,97.03,3.1800,-2.0,3.2000,
260,20兴业银行CD472,99.24,2.9999,-4.99,2.9999,
261,20杭州银行CD173,99.36,2.1009,5.15,2.1009,
262,20徽商银行CD139,98.07,3.9600,,3.9600,
263,20建设银行CD138,98.47,3.1200,-1.81,3.0960,
264,19兴业银行CD506,97.00,1.8002,-4.92,1.8607,
265,20民生银行CD343,98.55,3.0898,-3.03,3.0898,
266,20上海银行CD289,98.45,3.1489,,3.1489,
267,20兴业银行CD457,99.24,2.9997,-5.05,3.0000,
268,20光大银行CD271,97.64,3.2200,-1.99,3.2200,
269,20平安银行CD299,99.22,3.0798,1.0,3.0798,
270,20浦发银行CD394,97.00,3.1001,,3.1001,
271,19进出03,99.89,3.0550,-2.24,3.0818,
272,20海南债07,98.05,3.2300,1.0,3.2300,
273,20宝武集团MTN001,96.83,3.7443,-1.57,3.7449,
274,19农发03,100.04,3.1600,0.75,3.1224,
275,20进出10,96.13,3.7300,1.71,3.7365,
276,20乌城投SCP001,100.00,3.6996,,3.6996,
277,17进出04,101.17,3.0900,1.47,3.0707,
278,17附息国债01,99.96,2.9100,-2.66,2.9122,
279,13国开40,103.73,3.2650,-0.29,3.2650,
280,20进出07,98.29,3.5700,0.93,3.5602,
281,20贴现国债57,98.60,2.8301,-1.99,2.8383,
282,20中国银行CD057,98.54,3.0599,-1.01,3.0545,
283,19附息国债02,99.91,2.8298,1.0,2.8367,
284,19国开15,97.96,3.7251,0.01,3.7138,
285,20中石化MTN003,96.73,3.6100,8.0,3.6306,
286,20首都机场SCP001,99.67,3.2302,-1.98,3.2274,
287,20兴业银行CD108,97.63,3.1299,,3.1346,
288,18农发13,100.81,3.2550,-2.5,3.2804,
289,18浙商银行01,100.73,3.3100,-2.59,3.3176,
290,20进出06,99.63,2.8301,-4.11,2.8385,
291,16黑龙江债02,99.95,2.8724,-3.67,2.8724,
292,15农发04,100.87,3.1800,-5.76,3.1800,
293,18国开08,100.40,2.9300,0.99,2.9109,
294,20贴现国债53,99.34,2.6798,-2.0,2.6897,
295,20苏交通SCP032,99.80,3.2002,-2.97,3.2002,
296,20贵阳银行CD026,97.26,3.2301,,3.2301,
297,18民生租赁债01,100.45,3.8000,,3.7984,
298,20中信银行CD282,97.65,3.2099,-142.64,3.2099,
299,18广州地铁MTN002,102.61,3.7322,-1.78,3.7304,
300,20重庆农村商行CD274,98.12,3.9000,62.99,3.9000,
301,20平安银行CD279,97.64,3.2400,,3.2400,
302,20农业银行CD075,98.57,3.0500,-4.99,3.0500,
303,20浦发银行CD066,97.23,3.1398,,3.1398,
304,20江苏银行CD081,97.22,3.1799,,3.1799,
305,17农业银行二级,101.20,4.2428,0.39,4.2424,
306,20江苏银行CD117,97.92,2.7887,-81.02,2.7887,
307,20贵阳银行CD166,96.67,3.4497,,3.4497,
308,20中国银行CD029,97.20,3.1799,-14.0,3.1799,
309,20中国银行CD031,97.18,3.1799,-2.0,3.1799,
310,20徽商银行CD074,98.51,3.0501,,3.0501,
311,20渤海银行CD379,96.68,3.5000,,3.4500,
312,19农发04,100.38,3.3815,-0.35,3.3807,
313,20农业银行CD019,98.34,1.8003,-5.09,1.8310,
314,16富和建设MTN001,99.85,4.8595,,4.8595,
315,17山东06,101.78,2.9300,-2.0,2.9350,
316,20农业银行CD100,98.54,3.0499,-20.02,3.0573,
317,20昆仑银行CD188,98.05,4.0000,1.0,4.0000,
318,20浦发银行CD432,99.26,2.9998,-0.01,2.9998,
319,20中国银行CD100,97.66,3.1999,-4.64,3.1999,
320,20广州农村商业银行CD066,98.86,1.8019,-4.78,1.8019,
321,20北京农商银行CD196,99.36,1.8996,-0.06,1.8996,
322,20广州银行CD085,98.44,3.1800,-7.0,3.1800,
323,20上海银行CD277,99.80,1.8990,,1.8990,
324,20兴业银行CD378,99.34,1.6420,-5.49,1.6420,
325,20中国银行CD011,97.82,3.0901,1.0,3.0901,
326,19招商银行小微债01,100.14,3.3500,-0.23,3.3500,
327,20建设银行CD048,98.65,3.0500,4.98,3.0500,
328,20青海银行CD036,99.77,2.7496,,2.7496,
329,19附息国债11,99.59,3.0000,1.5,2.9944,
330,16农发16,100.12,2.8745,-1.55,2.8904,
331,14铁道09,101.45,3.1887,-6.13,3.1887,
332,18国开03,100.42,2.8201,-4.0,2.8240,
333,16农发18,100.66,3.4408,2.0,3.4067,
334,19进出06,100.26,3.1800,1.0,3.2750,
335,20越秀集团SCP007,99.20,3.2914,-10.86,3.2977,
336,20诚通控股MTN001A,99.21,3.9747,1.87,3.9746,
337,19兴业银行CD518,97.02,1.8509,1.0,1.8224,
338,20厦门国际银行CD046,97.28,3.1799,,3.1799,
339,19民生银行永续债,100.51,4.6800,3.06,4.6733,
340,16淮安经开MTN001,99.61,5.4120,20.89,5.4120,
341,19农发07,99.81,3.2350,5.31,3.1879,
342,18进出10,108.56,3.5350,-6.5,3.5462,
343,20扬州绿产SCP005,100.00,4.6794,,4.6791,
344,20兴业银行CD518,96.85,3.2500,,3.2497,
345,19农发清发01,100.05,2.9700,1.0,2.9794,
346,19附息国债10,100.00,3.8600,-0.5,3.8537,
347,18中联重科MTN001,100.57,4.2831,1.0,4.2859,
348,20广物控股SCP004,99.35,3.8180,0.8,3.8093,
349,18民生银行01,100.51,3.2743,0.43,3.4588,
350,20长沙农商银行CD064,98.32,3.4196,,3.4196,
351,20平安银行CD280,98.62,2.7001,1.0,2.7001,
352,15国开09,101.41,3.1500,-1.0,3.1500,
353,20附息国债03,98.36,3.0090,-1.1,3.0100,
354,20电建地产MTN001,99.00,7.4369,,7.4369,
355,17居融1B,102.53,,,,
356,20常城建MTN003,100.19,4.1400,22.27,4.1400,
357,19顺义国资MTN001,102.09,4.1319,1.03,4.1200,
358,20成都农商银行CD087,99.20,3.1902,1.0,3.1902,
359,20中国银行CD060,98.54,2.9798,-5.02,2.9798,
360,20大唐发电SCP005,99.79,3.1918,1.0,3.3874,
361,17国开绿债02,101.29,3.2178,2.98,3.2081,
362,20紫金矿业ABN001优先,99.23,,,,
363,19附息国债16,99.95,3.1288,-1.12,3.1270,
364,18附息国债17,102.03,3.8500,-6.5,3.8547,
365,20长电SCP002,99.99,2.0996,-29.95,2.0609,
366,16万宝开投债01,59.41,6.0301,-1002.0,5.8995,
367,17进出09,101.33,3.2200,1.0,3.1934,
368,20广晟SCP006,99.59,3.5900,,3.5861,
369,20贴现国债47,98.67,2.7800,-3.98,2.8000,
370,20农业银行CD149,99.23,3.0598,1.0,3.0598,
371,20农业银行CD137,98.48,3.0800,-6.0,3.0800,
372,20乌鲁木齐银行CD106,97.98,4.1382,,4.1382,
373,20湘高速PPN003,97.48,4.3000,1.0,4.2850,
374,20中信银行CD303,97.65,3.2100,-4.0,3.2166,
375,19云城投MTN002,96.76,8.9078,67.88,8.9064,
376,20江苏银行CD214,96.76,3.3400,1.0,3.3666,
377,20浦发银行01,96.79,3.5000,-12.23,3.5008,
378,20兴业银行CD303,97.00,3.1900,-5.0,3.1900,
379,16朝国资债,99.95,3.2659,,3.2659,
380,18国开10,102.85,3.6000,-0.38,3.6000,
381,20京能源SCP002,99.88,3.1266,-18.34,3.1266,
382,20建信金融债01,97.86,3.6781,,3.6781,
383,20渤海银行CD387,98.45,3.2501,-30.0,3.2501,
384,20贴现国债52,98.61,2.8500,-3.28,2.8417,
385,14豫交投MTN001,119.43,4.2783,,4.2783,
386,20民生银行CD070,97.25,3.1099,0.98,3.1099,
387,19蚌埠城投MTN001,99.90,4.3070,,4.3070,
388,20无锡农村商业银行CD025,98.45,3.3199,,3.3199,
389,20北京银行CD148,96.77,3.3300,1.0,3.3300,
390,20中国旅游MTN001,97.49,4.0000,0.05,3.9998,
391,20江苏银行CD027,97.27,3.0998,-2.02,3.1032,
392,20兴业银行CD409,97.65,3.2400,1.0,3.2400,
393,20厦门国际银行CD078,97.46,3.2201,-5.98,3.2201,
394,20农业银行CD030,97.82,3.0799,-2.02,3.0866,
395,20银川通联CP001,99.94,3.8398,-6.03,3.8398,
396,19中银金融债01,99.10,3.6353,-1.68,3.6353,
397,19中铁股MTN001B,100.11,3.8389,16.89,3.8389,
398,17附息国债20,101.92,3.1400,33.5,3.1400,
399,16黑龙江债04,99.31,3.3220,1.58,3.3220,
400,19四川04,99.98,3.1948,,3.1948,
401,13国开31,102.22,3.2592,0.03,3.2592,
402,20苏新国资MTN001,99.24,3.9800,0.31,3.9800,
403,20陆金开SCP004,99.95,3.3750,-72.5,3.3892,
404,19北京债03,100.00,3.3185,-4.09,3.3185,
405,18长春欧亚MTN001,99.54,7.1956,,7.1979,
406,20平安银行CD302,97.59,3.2959,-84.61,3.2959,
407,19徽商银行01,100.12,3.4100,0.5,3.4100,
408,16齐河债,59.82,5.3381,-2.5,5.3419,
409,20建设银行CD075,98.57,3.0200,-4.98,3.0200,
410,15农发05,102.06,3.4353,0.73,3.4353,
411,20兴业银行CD074,97.36,3.0998,-5.01,3.0998,
412,20兴业银行CD452,96.83,3.2699,1.99,3.2699,
413,20达州银行CD309,96.25,3.8996,,3.8996,
414,20银河证券CP013,99.98,3.1497,-10.03,3.1497,
415,20国开09,99.18,3.5300,-3.0,3.5328,
416,20农业银行CD022,97.50,3.0399,-8.34,3.0413,
417,19江铜MTN003,99.76,3.7371,-0.58,3.7216,
418,20赣高速MTN003,99.86,3.7981,2.0,3.7845,
419,17京文投MTN001,60.50,51.1415,,51.6225,
420,20华发集团SCP011,99.82,3.4704,1.0,3.4503,
421,16泰港实业MTN001,99.27,6.7352,,6.7352,
422,18农发06,106.70,3.6025,-0.25,3.6323,
423,15进出14,102.05,3.3950,-3.0,3.4142,
424,20鞍钢MTN002,95.92,4.6000,1.0,4.5988,
425,16江宁城建债,59.25,4.1745,-5.76,4.1745,
426,19国开14,99.56,3.2150,1.33,3.1975,
427,20交通银行CD062,97.73,3.1099,-7.02,3.1484,
428,20杭实投SCP001,99.37,3.6800,-7.01,3.6547,
429,17成交投MTN001,101.76,7.5112,10.56,7.5112,
430,20武汉农商行CD047,99.28,2.0023,0.26,2.0023,
431,20光大银行CD301,96.82,3.2800,-7.0,3.2800,
432,16农发11,100.04,2.8600,-0.01,2.8500,
433,20即墨旅投SCP002,100.00,4.0296,,4.0296,
434,20农业银行CD016,97.48,3.0200,-8.0,3.0180,
435,20徽商银行CD141,96.71,3.3997,,3.3997,
436,20葛洲坝(疫情防控债)CP001,99.43,3.3000,-11.8,3.3645,
437,20中信银行CD309,96.81,3.2900,-5.97,3.3020,
438,20宜兴城投PPN003,100.00,4.4099,,4.4099,
439,20苏交通SCP035,99.86,3.1501,,3.1501,
440,20兴业银行CD173,97.64,3.1699,-1.01,3.1300,
441,20招商银行CD004,97.15,2.9896,-1.09,2.9896,
442,18国开14,103.23,3.4191,-0.09,3.4155,
443,19中国银行CD121,97.00,1.4983,-25.24,1.5487,
444,20浦发银行CD121,98.33,1.8999,-0.04,1.8200,
445,20齐鲁银行CD054,99.21,3.1201,-5.01,3.1201,
446,20重庆农村商行CD270,99.21,3.0999,-20.0,3.0999,
447,14铁道01,106.89,3.5500,,3.5500,
448,20烟台银行CD164,96.25,3.8996,,3.8996,
449,20豫交运SCP003,99.31,3.7284,34.13,3.7235,
450,17象屿MTN002,101.53,3.9632,0.64,3.9409,
451,19中石油MTN005,99.22,3.8000,0.13,3.7917,
452,16赣州银行二级,99.55,4.2755,6.71,4.2755,
453,16南州水务MTN001,99.79,4.9781,,4.9781,
454,20绍兴银行二级02,94.30,5.3554,24.54,5.3554,
455,20建设银行CD080,98.54,3.0951,4.52,3.0888,
456,20农发02,97.71,3.2400,-2.82,3.3628,
457,20交通银行二级,95.39,3.8292,0.56,3.8290,
458,17国开06,101.19,3.1000,-5.77,3.1251,
459,17农发04,101.37,3.3525,3.25,3.3054,
460,15神华MTN002,100.01,2.1024,-9.73,2.1292,
461,18诸暨国资MTN001,100.57,5.5913,1.0,5.5914,
462,20进出09,99.72,2.9501,-1.68,2.9345,
463,20中粮SCP002,99.99,2.2996,4.86,2.1624,
464,18湖北科投PPN002,101.10,4.1200,-21.18,4.1200,
465,20宝钢SCP015,99.98,3.1983,-0.15,3.2670,
466,19中铁股MTN004B,100.00,3.7581,16.81,3.5780,
467,17吉林高速MTN001,100.77,4.6329,-86.23,4.6329,
468,20东航股SCP011,99.99,2.2987,4.85,2.3107,
469,20农业银行CD083,98.56,2.9998,-8.0,3.0499,
470,13铁道01,103.61,3.5000,,3.5000,
471,18附息国债23,101.10,2.8800,-1.5,2.8752,
472,19国开09,99.94,3.5100,-0.75,3.5168,
473,20兴业银行小微债05,99.60,3.6032,3.12,3.5543,
474,20中宏租赁ABN001优先,49.03,,,,
475,20巩义国资PPN001,99.25,6.3036,,6.3033,
476,20苏国信MTN005,97.35,3.7275,-5.26,3.7282,
