886009.WI,1.0059707074622661,1.010218685440404,1.0259765000596512,1.0909632326282503,
886010.WI,1.0079166838045193,1.0086172702546856,1.0306926288798635,1.0006084613539947,
886011.WI,1.0049911766737933,1.0045564336742232,1.016659090350175,1.018959631831645,
886012.WI,1.0089662247292726,1.0128194609037724,1.0060771029228346,0.976034254713526,
886013.WI,1.0090466799246036,1.00690929679729,1.0446457378348177,1.0747214379065388,
886014.WI,1.0104599380231574,1.021410654557548,1.03293556999395,1.0430209808759188,
886015.WI,1.0123755093790874,1.0132453943048265,1.030314892958009,1.0392270020937233,
886016.WI,1.007162478259721,1.0110359726305531,1.0297683167367788,0.9995976902757383,
886017.WI,1.0077252386908864,1.015761981627399,1.0388206068604293,1.0688860295630684,
886018.WI,1.0081677933564954,1.0147907586789275,1.0549376894124163,1.0308563417791796,
886019.WI,1.0127654526168404,1.018839280986831,1.0384440630115224,1.0560462509730923,
886020.WI,1.0106468904003667,1.0112460741001454,1.043039248099981,1.0242162154009027,
886021.WI,1.0088177736262534,1.0137878402903704,1.0381996173167825,1.0783621671162265,
886022.WI,1.0117498527757762,1.0181801809420445,1.0376041549368171,1.0412660901545365,
886023.WI,1.0090925749783581,1.0145474298826533,1.0432786772865614,1.0835349868483917,
886024.WI,1.0063945200235351,1.012770650813445,1.0474232980581792,1.0671742632535441,
886025.WI,1.0,1.0025897552320042,1.045893091682843,1.0858308136037784,
886026.WI,1.010339756504508,1.0159924418769632,1.0148507559828202,0.9822178792891043,
886027.WI,1.0050514055111952,1.0117695291484479,1.004531343584381,0.9936515603986931,
886028.WI,1.0060112964545707,1.0079317285928808,1.0114341237356017,1.0018555423857516,
886029.WI,1.002845288829464,1.0064922717222713,1.0235361947248651,1.0486137161154279,
886030.WI,1.0065564303764063,1.0116868621400643,1.017066346424022,1.018712463730051,
